"","atlas","id","name","abbr","neocortex","temporal_cortex","motor_cortex","frontal_cortex","claustrum","globus_pallidus","cingulate_cortex","auditory_cortex","insula","medial_prefrontal_cortex","striatum","orbitofrontal_cortex","agranular_insular_cortex","substantia_nigra","parietal_cortex","visual_cortex","piriform_cortex","prefrontal_cortex","rhinal_cortex","hippocampus","hypothalamus","somatosensory_cortex","retrosplenial_cortex","white_matter"
"300","paxinos",194,"cerebellum","Cb","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"301","paxinos",215,"cerebral cortex","Cx","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"302","paxinos",965,"cerebral peduncle","cp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"303","paxinos",961,"choroid plexus","chp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"304","paxinos",200,"cingulate cortex, area 1","Cg1","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no"
"305","paxinos",201,"cingulate cortex, area 2","Cg2","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no"
"306","paxinos",960,"cingulum","cg","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"307","paxinos",202,"circular nucleus","Cir","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"308","paxinos",203,"claustrum","Cl","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"309","paxinos",59,"cochlear root of the vestibulocochlear nerve","8cn","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"310","paxinos",208,"commissural nucleus of the inferior colliculus","Com","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"311","paxinos",968,"commissural stria terminalis","cst","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"312","paxinos",962,"commissure of the inferior colliculus","cic","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"313","paxinos",963,"commissure of the lateral lemniscus","cll","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"314","paxinos",967,"commissure of the superior colliculus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"315","paxinos",959,"common carotid artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"316","paxinos",212,"conterminal nucleus","Ct","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"317","paxinos",209,"copula of the pyramis","Cop","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"318","paxinos",958,"corpus callosum","cc","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"319","paxinos",216,"cortex-amygdala transition zone","CxA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"320","paxinos",220,"cortex-amygdala transition zone, layer 1","CxA1","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"321","paxinos",966,"Corticospinal tract",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"322","paxinos",210,"crus 1 of the ansiform lobule","Crus1","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"323","paxinos",211,"crus 2 of the ansiform lobule","Crus2","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"324","paxinos",970,"cuneate fasciculus","cu","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"325","paxinos",213,"cuneate nucleus","Cu","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"326","paxinos",214,"cuneate nucleus, rotundus part","CuR","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"327","paxinos",204,"cuneiform nucleus","CnF","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"328","paxinos",205,"cuneiform nucleus, dorsal part","CnFD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"329","paxinos",206,"cuneiform nucleus, intermediate part","CnFI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"330","paxinos",207,"cuneiform nucleus, ventral part","CnFV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"331","paxinos",1098,"decussation of the superior cerebellar peduncle","xscp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"332","paxinos",973,"deep cerebral white matter","dcw","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"333","paxinos",275,"deep gray layer of the superior colliculus","DpG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"334","paxinos",977,"deep lingual artery and vein",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"335","paxinos",277,"deep white layer of the superior colliculus","DpWh","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"336","paxinos",231,"dentate gyrus","DG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"337","paxinos",980,"descending palatine artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"338","paxinos",273,"Diencephalon",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"339","paxinos",979,"dopamine cells",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"340","paxinos",221,"dorsal 3rd ventricle","D3V","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"341","paxinos",971,"dorsal acoustic stria","das","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"342","paxinos",223,"dorsal cochlear nucleus","DC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"343","paxinos",224,"dorsal cochlear nucleus, deep core","DCDp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"344","paxinos",225,"dorsal cochlear nucleus, fusiform layer","DCFu","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"345","paxinos",226,"dorsal cochlear nucleus, granular layer","DCGr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"346","paxinos",228,"dorsal cochlear nucleus, molecular layer","DCMo","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"347","paxinos",227,"dorsal cortex of the inferior colliculus","DCIC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"348","paxinos",972,"dorsal corticospinal tract","dcs","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"349","paxinos",230,"dorsal endopiriform nucleus","DEn","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"350","paxinos",975,"dorsal fornix","df","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"351","paxinos",976,"dorsal hippocampal commissure","dhc","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes"
"352","paxinos",222,"dorsal hypothalamic area","DA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"353","paxinos",233,"dorsal intermediate entorhinal cortex","DIEnt","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no"
"354","paxinos",235,"dorsal lateral geniculate nucleus","DLG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"355","paxinos",978,"dorsal lateral olfactory tract","dlo","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"356","paxinos",2,"dorsal motor nucleus of vagus","10N","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"357","paxinos",236,"dorsal nucleus of the lateral lemniscus","DLL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"358","paxinos",251,"dorsal paragigantocellular nucleus","DPGi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"359","paxinos",229,"dorsal part of claustrum","DCl","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"360","paxinos",250,"dorsal peduncular cortex","DP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"361","paxinos",253,"dorsal peduncular pontine nucleus","DPPn","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"362","paxinos",252,"dorsal periolivary region","DPO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"363","paxinos",258,"dorsal raphe, interfascicular part",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"364","paxinos",254,"dorsal raphe nucleus","DR","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"365","paxinos",256,"dorsal raphe nucleus, caudal part","DRC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"366","paxinos",257,"dorsal raphe nucleus, dorsal part","DRD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"367","paxinos",259,"dorsal raphe nucleus, lateral part","DRL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"368","paxinos",260,"dorsal raphe nucleus, ventral part","DRV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"369","paxinos",255,"dorsal recess of third ventricle",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"370","paxinos",981,"dorsal spinocerebellar tract","dsc","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"371","paxinos",982,"dorsal spinocerebellar tract and olivocerebellar tract","dsc/oc","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"372","paxinos",824,"dorsal striatum",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"373","paxinos",261,"dorsal subiculum","DS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"374","paxinos",269,"dorsal tegmental nucleus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"375","paxinos",270,"dorsal tegmental nucleus, central part","DTgC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"376","paxinos",271,"dorsal tegmental nucleus, pericentral part","DTgP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"377","paxinos",264,"dorsal tenia tecta","DTT","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"378","paxinos",262,"dorsal terminal nucleus of the accessory optic tract","DT","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"379","paxinos",272,"dorsal transition zone","DTr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"380","paxinos",263,"dorsal tuberomammillary nucleus","DTM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"381","paxinos",234,"dorsolateral entorhinal cortex","DLEnt","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no"
"382","paxinos",237,"dorsolateral orbital cortex","DLO","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no"
"383","paxinos",238,"dorsolateral periaqueductal gray","DLPAG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"384","paxinos",240,"dorsomedial hypothalamic nucleus","DM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"385","paxinos",241,"dorsomedial hypothalamic nucleus, compact part","DMC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"386","paxinos",242,"dorsomedial hypothalamic nucleus, dorsal part","DMD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"387","paxinos",249,"dorsomedial hypothalamic nucleus, ventral part","DMV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"388","paxinos",244,"dorsomedial periaqueductal gray","DMPAG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"389","paxinos",246,"dorsomedial spinal trigeminal nucleus","DMSp5","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"390","paxinos",248,"dorsomedial tegmental area","DMTg","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"391","paxinos",232,"dysgranular insular cortex","DI","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"392","paxinos",300,"ectorhinal cortex","Ect","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no"
"393","paxinos",280,"ectotrigeminal nucleus","E5","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"394","paxinos",299,"Edinger-Westphal nucleus","EW","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"395","paxinos",293,"entopeduncular nucleus","EP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"396","paxinos",301,"entorhinal cortex",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"397","paxinos",278,"ependyma and subependymal layer","E","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"398","paxinos",279,"ependymal and subendymal layer/olfactory ventricle","E/OV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"399","paxinos",290,"epifascicular nucleus","EF","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"400","paxinos",291,"epilemniscal nucleus","ELm","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"401","paxinos",302,"epipeduncular nucleus","EpP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"402","paxinos",296,"epirubrospinal nucleus","ERS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"403","paxinos",297,"episupraoptic nucleus","ESO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"404","paxinos",303,"epith",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"405","paxinos",304,"ethmoid thalamic nucleus","Eth","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"406","paxinos",986,"external capsule","ec","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"407","paxinos",987,"external carotid artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"408","paxinos",284,"external cortex of the inferior colliculus","ECIC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"409","paxinos",289,"external cuneate nucleus","ECu","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"410","paxinos",988,"external medullary lamina","eml","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"411","paxinos",295,"external plexiform layer of the accessory olfactory bulb","EPlA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"412","paxinos",294,"external plexiform layer of the olfactory bulb","EPl","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"413","paxinos",52,"facial motor nucleus, stylohyoid part",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"414","paxinos",55,"facial nerve","7n","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"415","paxinos",51,"facial nucleus","7N","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"416","paxinos",47,"facial nucleus, dorsal intermediate subnucleus","7DI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"417","paxinos",48,"facial nucleus, dorsolateral subnucleus","7DL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"418","paxinos",49,"facial nucleus, dorsomedial subnucleus","7DM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"419","paxinos",50,"facial nucleus, lateral subnucleus","7L","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"420","paxinos",53,"facial nucleus, ventral intermediate subnucleus","7VI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"421","paxinos",54,"facial nucleus, ventromedial subnucleus","7VM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"422","paxinos",994,"fasciculus retroflexus","fr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"423","paxinos",307,"fasciola cinereum","FC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no"
"424","paxinos",309,"F cell group of the vestibular complex","FVe","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"425","paxinos",172,"field CA1 of the hippocampus","CA1","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no"
"426","paxinos",173,"field CA2 of the hippocampus","CA2","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no"
"427","paxinos",174,"field CA3 of the hippocampus","CA3","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no"
"428","paxinos",990,"fimbria of the hippocampus","fi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"429","paxinos",310,"flocculus","Fl","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"430","paxinos",992,"forceps major of the corpus callosum","fmj","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"431","paxinos",991,"forceps minor of the corpus callosum","fmi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"432","paxinos",306,"forebrain",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"433","paxinos",993,"fornix","f","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"434","paxinos",989,"fornix","f","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"435","paxinos",312,"frontal assocn cortex","FrA","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no"
"436","paxinos",311,"frontal cortex, area 3","Fr3","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no"
"437","paxinos",316,"gemini hypothalamic nucleus","Gem","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"438","paxinos",996,"genu of the corpus callosum","gcc","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"439","paxinos",995,"genu of the facial nerve","g7","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"440","paxinos",317,"gigantocellular reticular nucleus","Gi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"441","paxinos",318,"gigantocellular reticular nucleus, alpha part","GiA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"442","paxinos",319,"gigantocellular reticular nucleus, ventral part","GiV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"443","paxinos",315,"globus pallidus","GP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"444","paxinos",321,"glomerular layer of the accessory olfactory bulb","GlA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"445","paxinos",320,"glomerular layer of the olfactory bulb","Gl","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"446","paxinos",65,"glossopharyngeal nerve","9n","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"447","paxinos",998,"gracile fasciculus","gr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"448","paxinos",322,"gracile nucleus","Gr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"449","paxinos",327,"granular cell layer of the olfactory bulb","GrO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"450","paxinos",314,"granular insular cortex","GI","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"451","paxinos",326,"granular layer of the dentate gyrus","GrDG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no"
"452","paxinos",324,"granule cell layer of cochlear nuclei","GrC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"453","paxinos",323,"granule cell layer of the accessory olfactory bulb","GrA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"454","paxinos",325,"granule cell layer of the cerebellum","GrCb","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"455","paxinos",997,"greater palatine artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"456","paxinos",328,"hindbrain",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"457","paxinos",999,"hippocampal fissure","hif","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"458","paxinos",331,"hippocampal formation",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"459","paxinos",1000,"hippocampal white matter",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"460","paxinos",330,"hippocampus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"461","paxinos",171,"hippocampus proper",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"462","paxinos",6,"hypoglossal nucleus","12N","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"463","paxinos",5,"hypoglossal nucleus, geniohyoid part","12GH","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"464","paxinos",332,"hypothalamus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"465","paxinos",345,"indusium griseum","IG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"466","paxinos",1002,"inferior alveolar artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"467","paxinos",1006,"inferior cerebellar peduncle decussation","icpx","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"468","paxinos",1005,"inferior cerebellar peduncle (restiform body)","icp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"469","paxinos",339,"inferior colliculus","IC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"470","paxinos",354,"inferior olivary nucleus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"471","paxinos",357,"inferior olive, beta subnucleus","IOBe","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"472","paxinos",362,"inferior olive, cap of Kooy of the medial nucleus","IOK","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"473","paxinos",359,"inferior olive, dorsal nucleus","IOD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"474","paxinos",360,"inferior olive, dorsomedial cell group","IODM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"475","paxinos",363,"inferior olive, medial nucleus","IOM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"476","paxinos",364,"inferior olive, principal nucleus","IOPr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"477","paxinos",355,"inferior olive, subnucleus A of medial nucleus","IOA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
